Authors,Gas holdup,Column diameter(m),Liquid height (m),Sparger hole diameter (m),Sparger Encode,%FA,Density of Gas (kg/m3),Viscosity of Gas (Pa.s),Molecular Weight of gas (kg/kmol),Density of Liquid (kg/m3),Viscosity of Liquid (Pa.s),Surface Tension of Liquid (N/m),i+ (k.ion/m3),Temperature (K),Pressure (kPa),Superficial gas velocity (m/s)
Haque and Joshi 1986,0.014,1,2,0.009,13,0.0243,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0078
Haque and Joshi 1986,0.0173,1,2,0.009,13,0.0243,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0089
Haque and Joshi 1986,0.0196,1,2,0.009,13,0.0243,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0121
Haque and Joshi 1986,0.0223,1,2,0.009,13,0.0243,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0135
Haque and Joshi 1986,0.0246,1,2,0.009,13,0.0243,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0154
Haque and Joshi 1986,0.029,1,2,0.009,13,0.0243,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0179
Haque and Joshi 1986,0.0341,1,2,0.009,13,0.0243,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0225
Haque and Joshi 1986,0.0526,1,2,0.009,13,0.0243,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0301
Haque and Joshi 1986,0.005,1,2,0.003,6,0.216,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0015
Haque and Joshi 1986,0.0123,1,2,0.003,6,0.216,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0063
Haque and Joshi 1986,0.0222,1,2,0.003,6,0.216,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0088
Haque and Joshi 1986,0.027,1,2,0.003,6,0.216,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0108
Haque and Joshi 1986,0.0313,1,2,0.003,6,0.216,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0133
Haque and Joshi 1986,0.0389,1,2,0.003,6,0.216,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0179
Haque and Joshi 1986,0.0516,1,2,0.003,6,0.216,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0241
Haque and Joshi 1986,0.0634,1,2,0.003,6,0.216,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0301
Haque and Joshi 1986,0.0074,1,2,0.002,6,0.0592,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0031
Haque and Joshi 1986,0.0153,1,2,0.002,6,0.0592,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0061
Haque and Joshi 1986,0.0258,1,2,0.002,6,0.0592,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.012
Haque and Joshi 1986,0.0315,1,2,0.002,6,0.0592,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0149
Haque and Joshi 1986,0.0363,1,2,0.002,6,0.0592,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0179
Haque and Joshi 1986,0.0526,1,2,0.002,6,0.0592,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0241
Haque and Joshi 1986,0.0613,1,2,0.002,6,0.0592,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.03
Haque and Joshi 1986,0.0191,1,2,0.002618,12,0.265932251,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0093
Haque and Joshi 1986,0.0217,1,2,0.002618,12,0.265932251,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0109
Haque and Joshi 1986,0.0237,1,2,0.002618,12,0.265932251,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.012
Haque and Joshi 1986,0.0291,1,2,0.002618,12,0.265932251,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0152
Haque and Joshi 1986,0.034,1,2,0.002618,12,0.265932251,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.018
Haque and Joshi 1986,0.0409,1,2,0.002618,12,0.265932251,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0224
Haque and Joshi 1986,0.054,1,2,0.002618,12,0.265932251,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.03
Haque and Joshi 1986,0.0045,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0017
Haque and Joshi 1986,0.0163,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0061
Haque and Joshi 1986,0.0225,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.009
Haque and Joshi 1986,0.0324,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.015
Haque and Joshi 1986,0.0482,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0209
Haque and Joshi 1986,0.0563,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0239
Haque and Joshi 1986,0.0637,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0265
Haque and Joshi 1986,0.0693,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0298
Haque and Joshi 1986,0.0755,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0331
Haque and Joshi 1986,0.0868,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0386
Haque and Joshi 1986,0.0952,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0419
Haque and Joshi 1986,0.115,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.053
Haque and Joshi 1986,0.1276,1,2,0.002,4,0.056,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0594
Haque and Joshi 1986,0.0266,1,2,0.002632,10,0.263242112,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0121
Haque and Joshi 1986,0.0427,1,2,0.002632,10,0.263242112,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.021
Haque and Joshi 1986,0.0521,1,2,0.002632,10,0.263242112,1.184,1.84E-05,28.84,1000,0.000891,0.072,0,298,101.325,0.0265
